Or_ID,C_ID,P_ID,Order_Date,Order_Time,Qty,Coupon_Discount,DP_ID,CName,gender,Age,City,State,created_date,PName,Category,Brand,Price,Revenue,Discount_Amount,Final_Revenue,Month,Day,Age_Group
OR_31013285,CS_11005933,PD_21007946,2024-12-03,19:14:43,10,15,DV_61000045,Vedant Mistry,Female,42,Meerut,Uttar Pradesh,2023-05-06,Ab Juice,Dairy,Parle,349.95,3499.5,524.925,2974.575,December,Tuesday,Middle
OR_31013286,CS_11002791,PD_21009863,2024-10-09,17:25:37,1,20,DV_61000250,Chakradhar Prasad,Female,69,Hazaribagh,Jharkhand,2024-07-01,Quia Shampoo,Groceries,Dabur,369.8,369.8,73.96,295.84,October,Wednesday,Senior
OR_31013287,CS_11006271,PD_21000816,2025-01-27,06:08:36,8,15,DV_61000258,Harish Hegde,Male,31,Kolkata,West Bengal,2024-07-30,Possimus Shampoo,Personal Care,Haldirams,83.69,669.52,100.428,569.092,January,Monday,Adult
OR_31013288,CS_11000771,PD_21001119,2024-04-19,03:08:40,5,20,DV_61000162,Zehaan Tiwari,Male,31,Amritsar,Punjab,2024-07-02,Aperiam Juice,Groceries,Haldirams,313.2,1566.0,313.2,1252.8,April,Friday,Adult
OR_31013289,CS_11006842,PD_21009761,2024-03-20,02:09:35,4,20,DV_61000094,Maanav Atwal,Male,40,Bhavnagar,Gujarat,2024-10-02,Possimus Biscuits,Snacks,Parle,151.54,606.16,121.232,484.928,March,Wednesday,Middle
OR_31013290,CS_11006454,PD_21009559,2024-07-07,08:35:46,10,20,DV_61000094,Mason Dada,Male,28,Guntur,Andhra Pradesh,2024-08-29,Deserunt Soap,Personal Care,Parle,123.67,1236.7,247.34,989.36,July,Sunday,Adult
OR_31013291,CS_11009161,PD_21005213,2024-07-08,16:03:38,4,15,DV_61000031,Samuel Balay,Female,64,Karnal,Haryana,2025-02-28,Labore Shampoo,Dairy,Britannia,583.15,2332.6,349.89,1982.71,July,Monday,Senior
OR_31013292,CS_11000416,PD_21005057,2024-05-30,21:20:50,3,15,DV_61000146,Kamya Naidu,Female,32,Sambalpur,Odisha,2024-11-03,Ea Biscuits,Home Care,Parle,556.3,1668.9,250.335,1418.565,May,Thursday,Adult
OR_31013293,CS_11007032,PD_21001112,2024-06-24,00:22:02,6,10,DV_61000270,Vansha Sachar,Male,49,Belgaum,Karnataka,2024-03-21,Minus Biscuits,Beverages,Haldirams,268.65,1611.9,161.19,1450.71,June,Monday,Middle
OR_31013294,CS_11006518,PD_21003915,2025-02-12,06:57:00,2,10,DV_61000001,Anita Menon,Female,20,Korba,Chhattisgarh,2024-07-28,Ea Soap,Beverages,Nestle,95.61,191.22,19.122,172.098,February,Wednesday,Young
OR_31013295,CS_11005270,PD_21001346,2025-01-09,03:57:21,8,10,DV_61000281,Hritik Chaudhari,Male,33,Kolkata,West Bengal,2023-03-26,Rerum Biscuits,Home Care,Britannia,616.44,4931.52,493.152,4438.368,January,Thursday,Adult
OR_31013296,CS_11007391,PD_21001394,2025-02-26,16:16:23,10,0,DV_61000285,Adweta Koshy,Male,43,Vadodara,Gujarat,2024-04-27,Non Juice,Personal Care,Parle,543.73,5437.3,0.0,5437.3,February,Wednesday,Middle
OR_31013297,CS_11008429,PD_21005986,2024-10-27,10:06:44,8,20,DV_61000198,Bhanumati Mitra,Female,67,Thrissur,Kerala,2024-07-26,Perferendis Soap,Snacks,Amul,75.87,606.96,121.392,485.568,October,Sunday,Senior
OR_31013298,CS_11000518,PD_21007366,2024-05-22,20:35:03,2,10,DV_61000180,Chatura Ramachandran,Female,59,Rourkela,Odisha,2024-07-12,Quidem Biscuits,Snacks,Parle,178.97,357.94,35.794,322.146,May,Wednesday,Senior
OR_31013299,CS_11006275,PD_21001097,2024-10-06,21:36:17,9,15,DV_61000300,Jagdish Ahuja,Female,45,Dhanbad,Jharkhand,2024-04-04,Consequuntur Juice,Dairy,Britannia,378.06,3402.54,510.381,2892.159,October,Sunday,Middle
OR_31013300,CS_11008089,PD_21009020,2024-08-25,08:12:28,2,15,DV_61000219,Laksh Sarraf,Male,31,Kozhikode,Kerala,2025-01-16,Perferendis Milk,Dairy,Britannia,697.65,1395.3,209.295,1186.005,August,Sunday,Adult
OR_31013301,CS_11000080,PD_21004649,2024-08-16,02:04:10,9,0,DV_61000038,Gautami Chaudhary,Male,25,Howrah,West Bengal,2023-04-07,Repudiandae Biscuits,Beverages,Parle,297.74,2679.66,0.0,2679.66,August,Friday,Young
OR_31013302,CS_11001369,PD_21005612,2025-01-28,09:39:37,4,15,DV_61000192,Bhavya Bhagat,Female,64,Patiala,Punjab,2025-01-12,Hic Soap,Home Care,Nestle,902.6,3610.4,541.56,3068.84,January,Tuesday,Senior
OR_31013303,CS_11000562,PD_21003766,2024-09-09,09:46:18,10,20,DV_61000126,Hemang Vala,Female,35,Gwalior,Madhya Pradesh,2024-04-07,Nemo Juice,Dairy,Britannia,940.9,9409.0,1881.8,7527.2,September,Monday,Adult
OR_31013304,CS_11008943,PD_21003527,2024-08-17,20:37:33,3,10,DV_61000191,Ekbal Chanda,Female,29,Panipat,Haryana,2024-04-28,Quos Milk,Personal Care,Haldirams,404.2,1212.6,121.26,1091.34,August,Saturday,Adult
OR_31013305,CS_11003799,PD_21000703,2025-01-12,09:53:32,1,10,DV_61000040,Megha Vig,Male,33,Pune,Maharashtra,2023-08-25,Minus Shampoo,Snacks,Haldirams,773.84,773.84,77.384,696.456,January,Sunday,Adult
OR_31013306,CS_11009886,PD_21004206,2025-03-03,03:07:09,10,0,DV_61000227,Gauri Narasimhan,Male,35,Coimbatore,Tamil Nadu,2024-05-07,Excepturi Biscuits,Personal Care,Dabur,363.2,3632.0,0.0,3632.0,March,Monday,Adult
OR_31013307,CS_11005209,PD_21007103,2025-03-05,08:44:45,8,20,DV_61000183,Yatan Divan,Male,30,Tiruchirappalli,Tamil Nadu,2024-02-18,Vel Biscuits,Beverages,Haldirams,220.38,1763.04,352.608,1410.432,March,Wednesday,Adult
OR_31013308,CS_11005833,PD_21008693,2024-07-03,12:12:57,3,0,DV_61000272,Vedhika Bajwa,Female,48,Jamshedpur,Jharkhand,2024-02-16,Natus Juice,Home Care,Haldirams,193.79,581.37,0.0,581.37,July,Wednesday,Middle
OR_31013309,CS_11007404,PD_21005032,2024-12-22,07:40:09,7,10,DV_61000122,Owen Merchant,Male,57,Bhubaneswar,Odisha,2024-02-24,Facere Biscuits,Home Care,Amul,404.65,2832.55,283.2549999999999,2549.295,December,Sunday,Senior
OR_31013310,CS_11003475,PD_21005272,2024-06-06,18:40:53,9,10,DV_61000199,Fitan Boase,Female,27,Jalandhar,Punjab,2023-11-10,Assumenda Biscuits,Snacks,Britannia,251.53,2263.77,226.377,2037.393,June,Thursday,Adult
OR_31013311,CS_11001225,PD_21005507,2024-11-04,01:03:07,5,10,DV_61000069,Nathaniel Nanda,Female,23,Nellore,Andhra Pradesh,2024-04-28,A Soap,Beverages,Parle,647.8,3239.0,323.9,2915.1,November,Monday,Young
OR_31013312,CS_11001580,PD_21002356,2024-04-23,04:19:11,3,0,DV_61000161,Oliver Mahal,Female,43,Jabalpur,Madhya Pradesh,2023-03-15,Veritatis Soap,Home Care,Haldirams,507.47,1522.41,0.0,1522.41,April,Tuesday,Middle
OR_31013313,CS_11005414,PD_21003365,2024-05-16,05:29:41,3,0,DV_61000030,Keya Saini,Female,34,Ludhiana,Punjab,2023-06-03,Est Soap,Dairy,Haldirams,566.32,1698.96,0.0,1698.96,May,Thursday,Adult
OR_31013314,CS_11003529,PD_21002756,2024-04-14,19:25:23,4,10,DV_61000251,Omaja Kashyap,Male,20,Karimnagar,Telangana,2024-02-18,Ipsum Soap,Beverages,Dabur,676.78,2707.12,270.712,2436.408,April,Sunday,Young
OR_31013315,CS_11005143,PD_21003744,2025-01-31,06:01:28,1,15,DV_61000103,Oeshi Vig,Female,58,Vadodara,Gujarat,2024-07-05,Nostrum Soap,Snacks,Haldirams,387.23,387.23,58.08450000000001,329.1455,January,Friday,Senior
OR_31013316,CS_11004046,PD_21008639,2025-02-22,01:24:07,6,0,DV_61000143,Quincy Comar,Female,43,Bilaspur,Chhattisgarh,2023-06-22,Aut Biscuits,Dairy,Nestle,327.29,1963.74,0.0,1963.74,February,Saturday,Middle
OR_31013317,CS_11001695,PD_21007787,2024-06-18,13:05:24,1,20,DV_61000205,Eesha Barad,Female,53,Darbhanga,Bihar,2024-03-24,Odio Milk,Snacks,Haldirams,398.68,398.68,79.736,318.944,June,Tuesday,Senior
OR_31013318,CS_11003147,PD_21003688,2024-12-30,07:26:31,9,15,DV_61000113,Geetika Dada,Male,45,Jorhat,Assam,2024-04-05,Ipsa Soap,Snacks,Britannia,601.95,5417.55,812.6325,4604.9175,December,Monday,Middle
OR_31013319,CS_11006318,PD_21005810,2025-02-14,18:05:08,6,20,DV_61000232,Rehaan Talwar,Female,60,Agra,Uttar Pradesh,2024-12-22,Veritatis Soap,Snacks,Parle,833.52,5001.12,1000.224,4000.896,February,Friday,Senior
OR_31013320,CS_11007910,PD_21007550,2025-01-04,12:32:56,6,20,DV_61000198,Henry Kulkarni,Female,48,Ludhiana,Punjab,2024-04-11,Culpa Milk,Dairy,Nestle,760.2,4561.200000000001,912.2400000000001,3648.96,January,Saturday,Middle
OR_31013321,CS_11006381,PD_21007486,2024-12-20,21:11:10,8,0,DV_61000002,Hemal Bava,Male,63,Hyderabad,Telangana,2023-06-27,Eum Shampoo,Home Care,Amul,587.57,4700.56,0.0,4700.56,December,Friday,Senior
OR_31013322,CS_11008904,PD_21006951,2024-05-16,16:09:56,9,20,DV_61000033,Devika Bhandari,Male,49,Bhilai,Chhattisgarh,2024-11-18,Reprehenderit Soap,Dairy,Parle,695.3,6257.7,1251.54,5006.16,May,Thursday,Middle
OR_31013323,CS_11009987,PD_21005563,2024-04-11,07:36:29,8,10,DV_61000260,Mitesh Sabharwal,Female,63,Cuttack,Odisha,2023-09-27,Quis Shampoo,Dairy,Dabur,767.05,6136.4,613.64,5522.759999999999,April,Thursday,Senior
OR_31013324,CS_11009773,PD_21006532,2025-03-01,09:59:46,6,20,DV_61000003,Elijah Bandi,Female,69,Jalandhar,Punjab,2024-05-17,Dicta Milk,Groceries,Nestle,639.56,3837.36,767.472,3069.888,March,Saturday,Senior
OR_31013325,CS_11003258,PD_21005249,2024-07-11,21:38:35,1,0,DV_61000155,Damini Master,Female,60,Bhavnagar,Gujarat,2023-04-12,Quis Biscuits,Groceries,Parle,180.21,180.21,0.0,180.21,July,Thursday,Senior
OR_31013326,CS_11004170,PD_21000017,2024-10-04,00:30:37,1,0,DV_61000185,Quincy Raju,Male,63,Coimbatore,Tamil Nadu,2023-10-16,Architecto Milk,Dairy,Britannia,671.45,671.45,0.0,671.45,October,Friday,Senior
OR_31013327,CS_11000504,PD_21005250,2024-11-29,01:21:23,3,0,DV_61000092,Hemang Bhargava,Female,63,Darbhanga,Bihar,2025-02-16,Necessitatibus Juice,Home Care,Parle,553.58,1660.74,0.0,1660.74,November,Friday,Senior
OR_31013328,CS_11003680,PD_21004105,2024-07-29,12:57:40,7,15,DV_61000100,Christopher Bali,Female,51,Tezpur,Assam,2023-12-08,Voluptate Soap,Snacks,Dabur,270.19,1891.33,283.6994999999999,1607.6305,July,Monday,Senior
OR_31013329,CS_11004932,PD_21002320,2024-08-17,01:37:28,6,10,DV_61000064,Sachi Ahluwalia,Male,38,Raipur,Chhattisgarh,2025-01-18,Voluptate Shampoo,Personal Care,Britannia,848.48,5090.88,509.088,4581.792,August,Saturday,Middle
OR_31013330,CS_11000203,PD_21002952,2025-02-08,14:14:39,5,0,DV_61000162,Naksh Sur,Female,59,Muzaffarpur,Bihar,2023-04-03,Tempora Shampoo,Groceries,Amul,124.1,620.5,0.0,620.5,February,Saturday,Senior
OR_31013331,CS_11002750,PD_21001502,2024-10-08,10:24:44,9,10,DV_61000158,Xiti Savant,Female,67,Kollam,Kerala,2023-03-23,Assumenda Juice,Home Care,Haldirams,33.35,300.15,30.015,270.135,October,Tuesday,Senior
OR_31013332,CS_11006196,PD_21001037,2024-04-10,17:45:40,4,10,DV_61000126,Mitesh Dhingra,Female,41,Karnal,Haryana,2023-08-04,Officiis Juice,Groceries,Nestle,180.95,723.8,72.38,651.42,April,Wednesday,Middle
OR_31013333,CS_11009414,PD_21001822,2024-03-15,16:44:28,7,10,DV_61000204,Onveer Gade,Male,40,Guntur,Andhra Pradesh,2024-06-29,Voluptate Biscuits,Personal Care,Parle,210.96,1476.72,147.672,1329.048,March,Friday,Middle
OR_31013334,CS_11006968,PD_21009108,2024-05-31,03:11:30,2,0,DV_61000291,Saksham Dasgupta,Female,29,Sambalpur,Odisha,2024-03-05,Similique Milk,Groceries,Nestle,110.01,220.02,0.0,220.02,May,Friday,Adult
OR_31013335,CS_11004062,PD_21007449,2024-05-14,08:51:26,10,0,DV_61000221,Farhan Ghose,Male,39,Bhubaneswar,Odisha,2024-09-29,Quisquam Biscuits,Beverages,Nestle,721.68,7216.799999999999,0.0,7216.799999999999,May,Tuesday,Middle
OR_31013336,CS_11006394,PD_21008463,2025-01-18,13:27:08,5,15,DV_61000081,Yatin Singh,Female,41,Jodhpur,Rajasthan,2024-05-18,Assumenda Shampoo,Snacks,Nestle,171.05,855.25,128.2875,726.9625,January,Saturday,Middle
OR_31013337,CS_11003139,PD_21002562,2024-05-29,11:15:08,7,10,DV_61000073,Urmi Sane,Female,18,Bilaspur,Chhattisgarh,2023-07-29,Unde Juice,Personal Care,Amul,637.94,4465.58,446.558,4019.022,May,Wednesday,Teen
OR_31013338,CS_11005840,PD_21004019,2024-06-19,22:24:22,1,10,DV_61000274,Rajeshri Thakur,Male,50,Thrissur,Kerala,2023-07-16,Est Juice,Groceries,Dabur,416.48,416.48,41.648,374.832,June,Wednesday,Middle
OR_31013339,CS_11007009,PD_21006962,2025-02-06,09:36:19,1,0,DV_61000163,Alexander Dubey,Male,42,Kollam,Kerala,2025-03-04,Dolor Juice,Home Care,Britannia,34.63,34.63,0.0,34.63,February,Thursday,Middle
OR_31013340,CS_11001584,PD_21008663,2024-08-08,17:48:33,2,20,DV_61000275,Daniel Mahajan,Female,31,Rajkot,Gujarat,2024-11-18,Necessitatibus Shampoo,Snacks,Amul,523.36,1046.72,209.344,837.376,August,Thursday,Adult
OR_31013341,CS_11001184,PD_21005924,2024-11-17,14:10:18,5,10,DV_61000195,Lohit Karnik,Male,64,Tezpur,Assam,2024-08-15,Ipsam Soap,Snacks,Parle,232.01,1160.05,116.005,1044.045,November,Sunday,Senior
OR_31013342,CS_11009505,PD_21005307,2024-09-01,09:23:53,3,15,DV_61000267,Rayaan Pal,Male,36,Thrissur,Kerala,2023-05-10,Vero Shampoo,Beverages,Nestle,186.36,559.08,83.86200000000001,475.218,September,Sunday,Middle
OR_31013343,CS_11008570,PD_21005954,2024-06-12,07:42:23,3,20,DV_61000141,Christopher Anne,Male,47,Bhubaneswar,Odisha,2023-09-30,Labore Milk,Personal Care,Britannia,375.2,1125.6,225.12,900.4799999999999,June,Wednesday,Middle
OR_31013344,CS_11001444,PD_21009010,2025-01-11,02:29:49,3,15,DV_61000140,Zaid Mitter,Female,67,Coimbatore,Tamil Nadu,2024-05-08,Odit Shampoo,Dairy,Amul,543.49,1630.47,244.5705,1385.8995,January,Saturday,Senior
OR_31013345,CS_11006259,PD_21007855,2024-12-03,06:21:01,6,20,DV_61000089,Reva Behl,Female,37,Bhopal,Madhya Pradesh,2025-01-28,Aperiam Soap,Dairy,Haldirams,781.28,4687.68,937.5360000000001,3750.144,December,Tuesday,Middle
OR_31013346,CS_11007026,PD_21003575,2024-10-28,15:37:03,7,0,DV_61000291,Aradhana Varkey,Female,57,Ujjain,Madhya Pradesh,2024-01-14,Odio Biscuits,Snacks,Dabur,220.0,1540.0,0.0,1540.0,October,Monday,Senior
OR_31013347,CS_11004542,PD_21005925,2024-11-13,22:36:24,6,15,DV_61000291,Ishani Nath,Male,25,Nellore,Andhra Pradesh,2023-08-30,Iure Soap,Home Care,Britannia,557.09,3342.54,501.381,2841.159,November,Wednesday,Young
OR_31013348,CS_11005990,PD_21002708,2025-01-24,00:24:58,5,0,DV_61000088,Udyati Nanda,Male,57,Raipur,Chhattisgarh,2024-03-11,Fuga Shampoo,Snacks,Dabur,672.81,3364.05,0.0,3364.05,January,Friday,Senior
OR_31013349,CS_11008603,PD_21003599,2025-01-11,06:59:46,2,15,DV_61000098,Anamika Balakrishnan,Male,43,Patna,Bihar,2024-08-19,Numquam Juice,Snacks,Amul,573.19,1146.38,171.957,974.4230000000001,January,Saturday,Middle
OR_31013350,CS_11007895,PD_21007131,2024-10-25,05:14:18,7,15,DV_61000180,Dalbir Kala,Female,67,Salem,Tamil Nadu,2023-11-02,Inventore Milk,Home Care,Parle,151.0,1057.0,158.55,898.45,October,Friday,Senior
OR_31013351,CS_11001655,PD_21008749,2024-11-06,05:54:48,2,15,DV_61000033,Irya Prashad,Male,20,Hubli,Karnataka,2024-09-28,Autem Biscuits,Personal Care,Dabur,855.98,1711.96,256.794,1455.166,November,Wednesday,Young
OR_31013352,CS_11000213,PD_21004176,2024-03-18,14:19:31,8,20,DV_61000269,Lila Toor,Female,22,Sambalpur,Odisha,2023-07-03,Pariatur Soap,Snacks,Amul,814.59,6516.72,1303.344,5213.376,March,Monday,Young
OR_31013353,CS_11004862,PD_21003995,2024-03-24,10:55:29,1,10,DV_61000178,Devansh Krish,Male,52,Jaipur,Rajasthan,2023-03-13,Distinctio Soap,Beverages,Parle,256.08,256.08,25.608,230.472,March,Sunday,Senior
OR_31013354,CS_11000587,PD_21005318,2024-07-19,22:07:30,9,0,DV_61000056,Jackson Bakshi,Female,34,Muzaffarpur,Bihar,2024-09-27,Fugit Shampoo,Beverages,Nestle,724.98,6524.82,0.0,6524.82,July,Friday,Adult
OR_31013355,CS_11008334,PD_21007798,2024-08-23,00:05:55,5,0,DV_61000081,Manan Kumer,Male,52,Sambalpur,Odisha,2023-10-31,Quasi Biscuits,Home Care,Amul,270.14,1350.7,0.0,1350.7,August,Friday,Senior
OR_31013356,CS_11004667,PD_21006319,2024-04-01,02:27:51,6,20,DV_61000279,Pushti Tara,Female,41,Lucknow,Uttar Pradesh,2024-12-22,Fuga Soap,Dairy,Haldirams,938.02,5628.12,1125.624,4502.496,April,Monday,Middle
OR_31013357,CS_11006223,PD_21008504,2024-10-15,05:33:29,4,10,DV_61000275,Vansha Sankar,Female,36,Durgapur,West Bengal,2023-12-25,Possimus Milk,Home Care,Parle,368.9,1475.6,147.56,1328.04,October,Tuesday,Middle
OR_31013358,CS_11009467,PD_21000966,2024-03-21,13:12:37,6,15,DV_61000269,Jalsa Kapoor,Female,64,Coimbatore,Tamil Nadu,2024-11-27,Delectus Soap,Dairy,Haldirams,705.27,4231.62,634.7429999999999,3596.877,March,Thursday,Senior
OR_31013359,CS_11002744,PD_21005337,2024-03-06,04:48:12,6,10,DV_61000267,Meera Barad,Female,66,Kota,Rajasthan,2024-03-26,Laboriosam Milk,Personal Care,Parle,608.7,3652.2,365.22,3286.98,March,Wednesday,Senior
OR_31013360,CS_11007151,PD_21000951,2024-03-06,02:45:44,4,0,DV_61000015,Ishita Jhaveri,Male,28,Patna,Bihar,2023-12-02,Ipsum Soap,Snacks,Britannia,573.72,2294.88,0.0,2294.88,March,Wednesday,Adult
OR_31013361,CS_11002061,PD_21006939,2025-01-23,23:27:00,6,15,DV_61000083,Jalsa Balakrishnan,Female,70,Visakhapatnam,Andhra Pradesh,2024-07-21,Nisi Milk,Snacks,Britannia,998.9,5993.4,899.01,5094.389999999999,January,Thursday,Senior
OR_31013362,CS_11000374,PD_21001223,2024-07-09,05:18:58,8,0,DV_61000298,Zaid Edwin,Male,64,Aurangabad,Maharashtra,2025-03-02,Impedit Milk,Snacks,Amul,146.43,1171.44,0.0,1171.44,July,Tuesday,Senior
OR_31013363,CS_11006185,PD_21005086,2024-09-21,10:03:05,7,20,DV_61000164,Chandran Sule,Female,18,Hazaribagh,Jharkhand,2025-02-10,Id Juice,Personal Care,Haldirams,944.31,6610.17,1322.034,5288.136,September,Saturday,Teen
OR_31013364,CS_11006121,PD_21007806,2025-01-25,09:27:03,5,15,DV_61000051,Devansh Tara,Male,33,Kolkata,West Bengal,2025-01-11,Accusamus Milk,Personal Care,Parle,569.49,2847.45,427.1175,2420.3325,January,Saturday,Adult
OR_31013365,CS_11001013,PD_21002451,2024-04-21,01:51:33,6,10,DV_61000174,Harsh Nath,Male,45,Jaipur,Rajasthan,2024-04-12,Eius Juice,Beverages,Nestle,495.09,2970.54,297.054,2673.486,April,Sunday,Middle
OR_31013366,CS_11002566,PD_21008651,2025-01-19,18:31:52,9,10,DV_61000147,Madhav Shanker,Female,52,Mumbai,Maharashtra,2023-07-10,Sapiente Soap,Home Care,Haldirams,993.05,8937.449999999999,893.7449999999999,8043.704999999999,January,Sunday,Senior
OR_31013367,CS_11002843,PD_21000615,2024-04-29,04:40:29,9,10,DV_61000140,Hemang Saran,Male,20,Kanpur,Uttar Pradesh,2023-10-16,Quidem Shampoo,Snacks,Haldirams,301.24,2711.16,271.116,2440.044,April,Monday,Young
OR_31013368,CS_11007809,PD_21005564,2024-11-02,10:47:54,10,15,DV_61000083,Aarini Dass,Female,40,Vijayawada,Andhra Pradesh,2024-11-08,Asperiores Soap,Beverages,Amul,840.39,8403.9,1260.585,7143.315,November,Saturday,Middle
OR_31013369,CS_11009448,PD_21000344,2024-08-03,06:17:27,2,15,DV_61000077,Harshil Brahmbhatt,Male,59,Ujjain,Madhya Pradesh,2024-01-22,Aliquam Juice,Snacks,Nestle,806.26,1612.52,241.878,1370.642,August,Saturday,Senior
OR_31013370,CS_11000274,PD_21004598,2024-08-12,12:31:07,5,0,DV_61000131,Turvi Deo,Female,36,Sambalpur,Odisha,2025-01-23,Aliquam Biscuits,Beverages,Nestle,231.89,1159.45,0.0,1159.45,August,Monday,Middle
OR_31013371,CS_11007045,PD_21006713,2024-05-08,13:36:29,9,15,DV_61000053,Jack Mital,Female,21,Panipat,Haryana,2024-09-15,A Milk,Home Care,Dabur,909.14,8182.26,1227.339,6954.921,May,Wednesday,Young
OR_31013372,CS_11000030,PD_21006425,2025-03-06,21:13:08,4,0,DV_61000285,Samaksh Ram,Male,43,Nashik,Maharashtra,2024-05-17,Qui Juice,Beverages,Dabur,300.93,1203.72,0.0,1203.72,March,Thursday,Middle
OR_31013373,CS_11001620,PD_21009925,2024-04-29,19:20:18,6,15,DV_61000299,Harsh Lad,Male,56,Nellore,Andhra Pradesh,2024-05-25,Quas Soap,Beverages,Britannia,163.84,983.04,147.456,835.584,April,Monday,Senior
OR_31013374,CS_11009873,PD_21004156,2024-04-16,02:32:30,2,10,DV_61000246,Saksham Dasgupta,Female,56,Nagpur,Maharashtra,2023-10-10,Atque Milk,Personal Care,Nestle,528.44,1056.88,105.688,951.1920000000001,April,Tuesday,Senior
OR_31013375,CS_11007806,PD_21001890,2024-11-27,19:08:20,7,10,DV_61000260,Yasti Ahluwalia,Female,21,Jodhpur,Rajasthan,2023-04-16,Nostrum Juice,Home Care,Haldirams,118.66,830.62,83.06200000000001,747.558,November,Wednesday,Young
OR_31013376,CS_11002976,PD_21001448,2024-08-16,19:38:48,7,20,DV_61000025,Lipika Nigam,Male,48,Durgapur,West Bengal,2023-07-30,Esse Milk,Dairy,Dabur,543.43,3804.01,760.802,3043.208,August,Friday,Middle
OR_31013377,CS_11004962,PD_21000677,2024-12-22,03:06:39,1,20,DV_61000202,Chandran Badal,Female,45,Ambala,Haryana,2023-04-25,Consequuntur Soap,Dairy,Nestle,838.24,838.24,167.648,670.592,December,Sunday,Middle
OR_31013378,CS_11006894,PD_21002772,2024-12-17,05:48:06,5,10,DV_61000118,Aarna Kata,Male,65,Belgaum,Karnataka,2024-06-08,Blanditiis Biscuits,Home Care,Dabur,532.9,2664.5,266.45,2398.05,December,Tuesday,Senior
OR_31013379,CS_11004212,PD_21007187,2024-06-11,04:30:12,1,0,DV_61000210,Harinakshi Magar,Female,47,Hazaribagh,Jharkhand,2023-09-08,Enim Milk,Snacks,Amul,903.99,903.99,0.0,903.99,June,Tuesday,Middle
OR_31013380,CS_11002814,PD_21002204,2025-01-24,00:46:21,1,0,DV_61000071,Tristan Sandal,Male,42,Korba,Chhattisgarh,2023-08-21,Excepturi Milk,Groceries,Britannia,403.91,403.91,0.0,403.91,January,Friday,Middle
OR_31013381,CS_11007236,PD_21000544,2024-07-29,17:48:13,9,0,DV_61000137,Gaurang Wali,Male,30,Bhopal,Madhya Pradesh,2024-06-12,Similique Shampoo,Beverages,Dabur,786.85,7081.650000000001,0.0,7081.650000000001,July,Monday,Adult
OR_31013382,CS_11007400,PD_21003282,2024-11-21,03:26:02,9,0,DV_61000024,Triveni Mane,Male,67,Vijayawada,Andhra Pradesh,2024-06-23,Facilis Soap,Personal Care,Haldirams,709.62,6386.58,0.0,6386.58,November,Thursday,Senior
OR_31013383,CS_11007741,PD_21000787,2024-11-13,16:28:37,5,10,DV_61000130,Indira Divan,Male,46,Amritsar,Punjab,2023-12-03,Dolorum Milk,Beverages,Dabur,941.75,4708.75,470.875,4237.875,November,Wednesday,Middle
OR_31013384,CS_11002280,PD_21008756,2024-10-30,03:08:13,1,0,DV_61000241,Lila Murty,Male,38,Bhagalpur,Bihar,2024-07-20,Eius Juice,Snacks,Haldirams,872.54,872.54,0.0,872.54,October,Wednesday,Middle
OR_31013385,CS_11003840,PD_21006322,2024-06-24,20:55:52,3,0,DV_61000080,Vritti Hans,Female,65,Madurai,Tamil Nadu,2024-03-04,Dolores Biscuits,Snacks,Amul,765.36,2296.08,0.0,2296.08,June,Monday,Senior
OR_31013386,CS_11005271,PD_21000440,2024-08-27,05:20:41,3,0,DV_61000284,Megha Agarwal,Female,62,Jabalpur,Madhya Pradesh,2023-12-28,Corporis Shampoo,Dairy,Nestle,285.24,855.72,0.0,855.72,August,Tuesday,Senior
OR_31013387,CS_11009405,PD_21009507,2024-03-07,23:24:20,9,15,DV_61000213,Anthony Parekh,Female,36,Ambala,Haryana,2023-10-17,Facilis Biscuits,Personal Care,Britannia,721.72,6495.48,974.3220000000001,5521.158,March,Thursday,Middle
OR_31013388,CS_11000434,PD_21004908,2024-07-05,17:03:18,3,20,DV_61000062,Prisha Master,Female,18,Bhilai,Chhattisgarh,2024-04-27,Doloribus Milk,Groceries,Nestle,517.76,1553.28,310.656,1242.624,July,Friday,Teen
OR_31013389,CS_11007505,PD_21003607,2024-04-21,16:28:24,5,10,DV_61000207,Teerth Rajagopal,Male,32,Jamshedpur,Jharkhand,2024-10-08,Perspiciatis Juice,Home Care,Haldirams,548.17,2740.85,274.085,2466.765,April,Sunday,Adult
OR_31013390,CS_11006019,PD_21006860,2025-02-24,20:25:35,5,0,DV_61000046,Wakeeta Deo,Female,40,Panipat,Haryana,2024-10-04,Laudantium Soap,Home Care,Parle,33.66,168.3,0.0,168.3,February,Monday,Middle
OR_31013391,CS_11000844,PD_21007786,2024-04-23,17:29:59,6,10,DV_61000136,Nimrat Sekhon,Female,35,Tezpur,Assam,2023-04-04,Aut Shampoo,Beverages,Parle,287.64,1725.84,172.584,1553.256,April,Tuesday,Adult
